consecutive,name,description,len,cat,kind,frecuency,met_validation,met_hours_man,qua_hours_man,cap_area,cap_qua,cap_total,comments,more_info,curriculum,file_doc,version,is_qua,initial_dates,original_author,final_dates,final_author,active,next_backtest_year,next_backtest_month,risk_model_id,area_model_id
11,Asignación de capital internacional,"En base a ponderaciones de Categorías de Riesgo de los soberanos, historial de ICV de las colocaciones en los paises se definen porcentajes de ajustes a los porncetajes de AK para diferenciar el nivel de riesgo de cada país",Otros Países,Tipo1,Metodología,12,"Criterio Experto, basado en las Cifras coherentes",4,4,4,4,8,Actualmente se está trabajando con la Gerencia de AK en Colombia para el desarrollo de metodologías,,TRUE,"12-13-14. Ppt SVA - SVA 2012 Bca Empresas - 06032012.pptx",1,FALSE,,Metodologias de Riesgo Banca Empresas - Banco Agrícola,,Metodologias de Riesgo Banca Empresas - Banco Agrícola,TRUE,2017,1,1,1
12,Modelo de Libranza para Convenios,,Bancolombia,Tipo1,,,,16,,,,,,,FALSE,,,FALSE,,,,,TRUE,,,1,1
13,Metodologia de integracion de scoring hipotecario (traductor),"La metodología de integración de scoring busca crear un mecanismo en que se pueda evaluar a un cliente y se le asigne una escala œnica de riesgo (G1, G2,é,G8). Sin importar la etapa del ciclo de crédito (otorgamiento/comportamiento) o el scoring mediante el cual el cliente fue evaluado, se le puede asignar una escala œnica. Esto se logra a través de la categorización de los scoring existentes, la homologación via PD mediante una escala maestra y con la creación de reglas de prelación de los scoring.",Bancolombia,Tipo2,,6,Capacidad discriminante,16,16,,,,,,TRUE,Metodologia de integracion de scoring hipotecario,Versión 1,TRUE,Diciembre de 2015,Gerencia de Cuantificación de Riesgo-Laura Carolina Cardona Mesa y Ronald Andrés Granada Galvis,Diciembre de 2015,Gerencia de Cuantificación de Riesgo-Laura Carolina Cardona Mesa y Ronald Andrés Granada Galvis,TRUE,2016,6,1,1
14,Metodologia de integracion de scoring persona natural  (traductor),"La metodología de integración de scoring busca crear un mecanismo en que se pueda evaluar a un cliente y se le asigne una escala œnica de riesgo (G1, G2,é,G8). Sin importar la etapa del ciclo de crédito (otorgamiento/comportamiento) o el scoring mediante el cual el cliente fue evaluado, se le puede asignar una escala œnica. Esto se logra a través de la categorización de los scoring existentes, la homologación via PD mediante una escala maestra y con la creación de reglas de prelación de los scoring.",Bancolombia,Tipo2,,6,Capacidad discriminante,16,16,,,,,,TRUE,Metodologia de integracion de scoring persona natural,Versión 1,TRUE,Diciembre de 2015,Gerencia de Cuantificación de Riesgo-Laura Carolina Cardona Mesa y Ronald Andrés Granada Galvis,Diciembre de 2015,Gerencia de Cuantificación de Riesgo-Laura Carolina Cardona Mesa y Ronald Andrés Granada Galvis,TRUE,2016,6,1,1
1,Modelo PD BAM PJ - IFRS,"Cálculo de las probabilidades de default del Grupo Bancolombia. Entrada: Vector de mora, castigos, reestructuraciones, grupo homogéneo y calificación por cliente. Salida: Probabilidad de incumplimiento con proyección de un aÏo.",BAM,Tipo1,Modelos Estadísticos,6,Traffic Light ,8,16,16,32,48,,,TRUE,05 PD GRUPO BANCOLOMBIA 2013 Final.docx,˜1,TRUE,jul-05,Isabel Cristina Zuluaga Garces - Laura Valencia,Diciembre de 2012,Gerencia Cuantificación de Riesgos - Lilibeth Pardo (Banco y TUYA) - Laura Valencia (Leasing),TRUE,2016,12,2,2
2,Modelo LIP Macroeconómico cartera Pyme BAM IFRS,"Modelo LIP, Entrada: Probabilidades de default históricas por fecha de análisis y Grupo Homogéneo y Variables Macroeconómicas Trimestrales. Salida: Correlacion entre la tasa de default y las variables macro económicas",BAM,Tipo2,Metodología,12,Definida por cuantificación,0,2,0,2,2,,,TRUE,07  Metodología de Cálculo LIP Macroeconómico 2012,1,TRUE, diciembre 2009,Gcia Cuantificación de Riesgos, diciembre 2009,Gcia Metodologías de Riesgo,TRUE,2017,1,2,2
3,Modelo LIP Macroeconómico cartera Corporativo BAM IFRS,"Modelo LIP, Entrada: Probabilidades de default históricas por fecha de análisis y Grupo Homogéneo y Variables Macroeconómicas Trimestrales. Salida: Correlacion entre la tasa de default y las variables macro económicas",BAM,Tipo2,Metodología,12,Definida por cuantificación,0,2,0,2,2,,,TRUE,07  Metodología de Cálculo LIP Macroeconómico 2012,1,TRUE, diciembre 2009,Gcia Cuantificación de Riesgos, diciembre 2009,Gcia Metodologías de Riesgo,TRUE,2017,1,2,2
4,Modelo Ajustes Cualitativos Pyme BAM IFRS,"Se busca pronosticar las probabilidades de default a partir de su asociación con un amplio conjunto de variables macroeconómica utilizando para tal fin técnicas VAR (Vector Autoregression Model), estos Modelos aplican para Bancolombia, Tuya y Leasing",BAM,Tipo2,Modelos Estadísticos,12,Definida por cuantificación,4,16,4,16,20,,,TRUE,01 Ajustes Macros Grupo Bancolombia Dic 2012.docx,2,TRUE,jul-05,Gerencia Cuantificación de Riesgos Isabel Cristina Zuluaga Garces - Laura Valencia Lopez,Febrero de 2013,Gerencia Cuantificación de Riesgos - Lilibeth Pardo - Laura Valencia,TRUE,2017,1,2,2
5,Modelo Ajustes Cualitativos Corporativo BAM IFRS,"Se busca pronosticar las probabilidades de default a partir de su asociación con un amplio conjunto de variables macroeconómica utilizando para tal fin técnicas VAR (Vector Autoregression Model), estos Modelos aplican para Bancolombia, Tuya y Leasing",BAM,Tipo2,Modelos Estadísticos,12,Definida por cuantificación,4,16,4,16,20,,,TRUE,01 Ajustes Macros Grupo Bancolombia Dic 2012.docx,2,TRUE,jul-05,Gerencia Cuantificación de Riesgos Isabel Cristina Zuluaga Garces - Laura Valencia Lopez,Febrero de 2013,Gerencia Cuantificación de Riesgos - Lilibeth Pardo - Laura Valencia,TRUE,2017,1,2,2
1,Reserva PND (prima no devengada),,Banistmo,Tipo1,,12,"Es una fórmula estándarizada, que se calcula con normas MIX y está bajo la regulación de la Superintendencia de Seguros de Panamá",16,0,16,0,16,,,TRUE,01 LRG 505 - Manual Reserva PND.doc,1,,Enero de 2006,Actuarial (Seguros),Octubre de 2013,Actuarial (Seguros),FALSE,2015,10,3,3
2,Reserva Matermática,,Banistmo,Tipo1,,12,"La validación de los datos se hace de manera mensual, lo revisa un Actuaio externo para el cierre fiscal  y se muestra en la Superintendencia de Seguros de Panamá",16,0,16,0,16,,,TRUE,02 LRG-485 Cálculo de Reserva Matematica.docx,1,,Enero de 2006,Actuarial (Seguros),Octubre de 2013,Actuarial (Seguros),FALSE,2015,10,3,3
3,Reserva IBNR,,Banistmo,Tipo2,,12,"Segœn la ley de 2012 se debe hacer bajo las normas internacionales de finanzas (MIF), y se registra con un pasivo.",16,0,16,0,16,,,TRUE,03 LRG-494 Calculo de la Reserva IBNR.docx,1,,Enero de 2006,Actuarial (Seguros),Octubre de 2013,Actuarial (Seguros),FALSE,2015,10,3,3
4,Modelo de VAR (Valores en riesgo),,Banistmo,Tipo1,Metodología,12,"Se valida el nivel de confianza, la cantidad de pérdidas y en caso de ser necesario se hace una calibración",16,0,16,0,16,,,TRUE,04 Calculadora de VaR.doc,1,,Octubre de 2013,Riesgo de Mercado,Octubre de 2013,Riesgo de Mercado,TRUE,2017,3,3,7
5,Risk Calc Plus- Emergency Markets - Genérico de Moody‹s,,Banistmo,Tipo1,Modelos Estadísticos,12,Se hacen validaciones del desempeÏo y en caso de encontrar  diferencias se consulta con Moody‹s  ya  que ellos fueron los creadores del modelo,16,0,16,0,16,,,TRUE,,1,,Octubre de 2013,Wholesale Credit Risk,Octubre de 2013,Wholesale Credit Risk,TRUE,2015,11,3,6
6,LGD,,Banistmo,Tipo2,Metodología,6,Panel de Expertos,16,0,32,0,32,,,TRUE,,1,,Enero de 2013,Wholesale Credit Risk,Noviembre de 2013,Wholesale Credit Risk,TRUE,2016,8,3,6
7,Behavior de TDC ,,Banistmo,Tipo2,,3,Capacidad Discriminante,40,0,160,0,160,,,TRUE,,2,,Julio de 2005,Originación,Septiembre de 2013,Originación,FALSE,2015,6,3,4
8,Score APC ( Prestamos Personales),,Banistmo,Tipo1,Modelos Estadísticos,12,Capacidad Discriminante,40,0,40,0,40,,,TRUE,,3,,Julio de 2005,Originación,Julio de 2005,Originación,TRUE,2016,1,3,4
9,Score APC (Tarjetas de Crédito),,Banistmo,Tipo1,Modelos Estadísticos,12,Capacidad Discriminante,40,0,40,0,40,,,TRUE,,4,,Julio de 2005,Originación,Julio de 2005,Originación,TRUE,2016,12,3,4
10,Modelo Interno COLGAAP (Comercial),,Banistmo,,,12,,16,0,16,0,16,,,TRUE,10 Documento metodologíco Comercial Colgaap.docx,1,,Octubre de 2013,Provisiones,Octubre de 2013,Provisiones,FALSE,2014,10,3,5
11,Modelo Interno COLGAAP (Consumo),,Banistmo,,,12,,16,0,16,0,16,,,TRUE,,1,,Octubre de 2013,Provisiones,Octubre de 2013,Provisiones,FALSE,2014,10,3,5
12,Provisión Individual para Hipotecas,,Banistmo,Tipo1,Modelos Estadísticos,12,,16,0,16,0,16,,,TRUE,,1,,Julio de 2005,Provisiones,Octubre de 2013,Provisiones,TRUE,2017,2,3,5
13,Recovery Asset,,Banistmo,,,12,"Se validan los parámetros con los áreas que suministran los insumos, se comparan los resultados con las fechas anteriores para validar las variaciones con el periodo anterior",16,0,16,0,16,,,TRUE,,2,,junio de 2011,Provisiones,Octubre de 2013,Provisiones,FALSE,2014,10,3,5
14,Modelo Interno USGAAP (Comercial),,Banistmo,,,12,,16,0,16,0,16,,,TRUE,,1,,Noviembre de 2013,Provisiones,Noviembre de 2013,Provisiones,FALSE,2014,11,3,5
15,Modelo Interno USGAAP (Consumo),,Banistmo,,,12,,16,0,16,0,16,,,TRUE,,1,,Noviembre de 2013,Provisiones,Noviembre de 2013,Provisiones,FALSE,2014,11,3,5
16,Modelo Scoring de Comportamiento PN Banistmo,,Banistmo,Tipo2,,6,Capacidad Discriminante,16,16,40,32,72,,,TRUE,16Modelo de calificación de comportamiento M3 para clientes PN Banistmo 2014 Final.docx,versión 1,,Septiembre de 2014,Lilibeth Pardo,dic-14,Lilibeth Pardo,TRUE,-1,-1,3,5
17,Score de Comportamiento Hipotecario Banistmo,,Banistmo,Tipo2,,6,Capacidad Discriminante,40,16,40,32,72,,,TRUE,,Versión 1,,Agosto de 2015,Gerencia de Cuantificación de Riesgo-Laura Carolina Cardona Mesa y Ronald Andrés Granada Galvis,Agosto de 2015,Gerencia de Cuantificación de Riesgo-Laura Carolina Cardona Mesa y Ronald Andrés Granada Galvis,TRUE,-1,-1,3,5
18,Scoring de Cobranza Banitsmo,,Banistmo,Tipo2,Modelos Estadísticos,6,Capacidad Discriminante,40,40,40,80,120,,,TRUE,,Versión 1,,Febrero de 2015,Gerencia de Cuantificacion de Riesgos.,abr-15,Gerencia de Cuantificacion de Riesgos.,TRUE,2016,5,3,5
19,Modelo LIP Macroeconómico Persona Jurídica Banistmo IFRS,,Banistmo,Tipo2,Metodología,12,Definida por cuantificación,0,2,0,2,2,,,TRUE,20 LIP Macro - Comercial Banco Agricola 2012,1,, diciembre 2009,Gcia Cuantificación de Riesgos, diciembre 2009,Gcia Metodologías de Riesgo,TRUE,2017,1,3,5
20,Modelo LIP Macroeconómico Cartera Hipotecaria Banistmo IFRS,,Banistmo,Tipo2,Metodología,12,Definida por cuantificación,0,2,0,2,2,,,TRUE,20 LIP Macro - Comercial Banco Agricola 2012,1,, diciembre 2009,Gcia Cuantificación de Riesgos, diciembre 2009,Gcia Metodologías de Riesgo,TRUE,2017,1,3,5
21,Modelo LIP Macroeconómico Persona Natural Banistmo IFRS,,Banistmo,Tipo2,Metodología,12,Definida por cuantificación,0,2,0,2,2,,,TRUE,20 LIP Macro - Comercial Banco Agricola 2012,1,, diciembre 2009,Gcia Cuantificación de Riesgos, diciembre 2009,Gcia Metodologías de Riesgo,TRUE,2017,1,3,5
22,Modelo LIP Macroeconómico Financomer Banistmo IFRS,,Banistmo,Tipo2,Metodología,12,Definida por cuantificación,0,2,0,2,2,,,TRUE,20 LIP Macro - Comercial Banco Agricola 2012,1,, diciembre 2009,Gcia Cuantificación de Riesgos, diciembre 2009,Gcia Metodologías de Riesgo,TRUE,2017,1,3,5
23,VaR del Libro Bancario,,Banistmo,Tipo 2,Metodología,12,"Verificar las valoraciones del libro bancario reales, contra las valoraciones estimadas del VaR e identificar si las pérdidas están acordes a lo predicho por el modelo",16,0,16,0,16,,,TRUE,23 Manual de VaR Libro Bancario -2016,1,,Octubre de 2015,Gustavo Amores,Octubre de 2015,Gustavo Amores,TRUE,2016,10,3,7
24,Modelo Ajustes Cualitativos Persona Jurídica Banistmo IFRS,,Banistmo,Tipo2,Modelos Estadísticos,12,Definida por cuantificación,4,16,4,16,20,,,TRUE,01 Ajustes Macros Grupo Bancolombia Dic 2012.docx,2,,jul-05,Gerencia Cuantificación de Riesgos Isabel Cristina Zuluaga Garces - Laura Valencia Lopez,Febrero de 2013,Gerencia Cuantificación de Riesgos - Lilibeth Pardo - Laura Valencia,TRUE,2017,1,3,5
25,Modelo Ajustes Cualitativos cartera Hipotecaria Banistmo IFRS,,Banistmo,Tipo2,Modelos Estadísticos,12,Definida por cuantificación,4,16,4,16,20,,,TRUE,01 Ajustes Macros Grupo Bancolombia Dic 2012.docx,2,,jul-05,Gerencia Cuantificación de Riesgos Isabel Cristina Zuluaga Garces - Laura Valencia Lopez,Febrero de 2013,Gerencia Cuantificación de Riesgos - Lilibeth Pardo - Laura Valencia,TRUE,2017,1,3,5
26,Modelo Ajustes Cualitativos Persona Natural Banistmo IFRS,,Banistmo,Tipo2,Modelos Estadísticos,12,Definida por cuantificación,4,16,4,16,20,,,TRUE,01 Ajustes Macros Grupo Bancolombia Dic 2012.docx,2,,jul-05,Gerencia Cuantificación de Riesgos Isabel Cristina Zuluaga Garces - Laura Valencia Lopez,Febrero de 2013,Gerencia Cuantificación de Riesgos - Lilibeth Pardo - Laura Valencia,TRUE,2017,1,3,5
27,Modelo Ajustes Cualitativos Finacomer Banistmo IFRS,,Banistmo,Tipo2,Modelos Estadísticos,12,Definida por cuantificación,4,16,4,16,20,,,TRUE,01 Ajustes Macros Grupo Bancolombia Dic 2012.docx,2,,jul-05,Gerencia Cuantificación de Riesgos Isabel Cristina Zuluaga Garces - Laura Valencia Lopez,Febrero de 2013,Gerencia Cuantificación de Riesgos - Lilibeth Pardo - Laura Valencia,TRUE,2017,1,3,5
28,Modelo PD Banistmo PN  - IFRS,,Banistmo,Tipo1,Modelos Estadísticos,6,Traffic Light ,8,16,16,32,48,,,TRUE,05 PD GRUPO BANCOLOMBIA 2013 Final.docx,˜1,,jul-05,Isabel Cristina Zuluaga Garces - Laura Valencia,Diciembre de 2012,Gerencia Cuantificación de Riesgos - Lilibeth Pardo (Banco y TUYA) - Laura Valencia (Leasing),TRUE,2016,12,3,5
29,Modelo PD Banistmo PJ  - IFRS,,Banistmo,Tipo1,Modelos Estadísticos,6,Traffic Light ,8,16,16,32,48,,,TRUE,05 PD GRUPO BANCOLOMBIA 2013 Final.docx,˜1,,jul-05,Isabel Cristina Zuluaga Garces - Laura Valencia,Diciembre de 2012,Gerencia Cuantificación de Riesgos - Lilibeth Pardo (Banco y TUYA) - Laura Valencia (Leasing),TRUE,2016,12,3,5
30,Modelo PD Banistmo Hipotecario  - IFRS,,Banistmo,Tipo1,Modelos Estadísticos,6,Traffic Light ,8,16,16,32,48,,,TRUE,05 PD GRUPO BANCOLOMBIA 2013 Final.docx,˜1,,jul-05,Isabel Cristina Zuluaga Garces - Laura Valencia,Diciembre de 2012,Gerencia Cuantificación de Riesgos - Lilibeth Pardo (Banco y TUYA) - Laura Valencia (Leasing),TRUE,2016,12,3,5
31,Modelo PD Banistmo Financomer  - IFRS,,Banistmo,Tipo1,Modelos Estadísticos,6,Traffic Light ,8,16,16,32,48,,,TRUE,05 PD GRUPO BANCOLOMBIA 2013 Final.docx,˜1,,jul-05,Isabel Cristina Zuluaga Garces - Laura Valencia,Diciembre de 2012,Gerencia Cuantificación de Riesgos - Lilibeth Pardo (Banco y TUYA) - Laura Valencia (Leasing),TRUE,2016,12,3,5
32,EAD: Exposure at Default Banistmo,,Banistmo,Tipo2,Metodología,12,Definida por cuantificación,4,5,4,5,9,,,TRUE,04 Metodología de Estimación EAD 2012.docx,1,,jul-05,Ronald Andres Grananda Galvis,Septiembre de2012,Gerencia Cuantificación de Riesgos - Lilibeth Pardo ,TRUE,2017,1,3,5
33,Calculo de LGD Banistmo Corporativo  IFRS,,Banistmo,Tipo2,Metodología,12,Definida por cuantificación,8,9,8,9,17,,,TRUE,06 METODOLOGIA_PARA_CALCULO_DEL_LGD_febrero2013_.docx,1,,Abril de 2012,Sección Provisiones bajo norma internacional,Enero de 2013,Sección Provisiones bajo norma internacional,TRUE,2017,3,3,5
34,Calculo de LGD Banistmo PN IFRS,,Banistmo,Tipo2,Metodología,12,Definida por cuantificación,8,9,8,9,17,,,TRUE,06 METODOLOGIA_PARA_CALCULO_DEL_LGD_febrero2013_.docx,1,,Abril de 2012,Sección Provisiones bajo norma internacional,Enero de 2013,Sección Provisiones bajo norma internacional,TRUE,2017,3,3,5
35,Calculo de LGD Banistmo TDC IFRS,,Banistmo,Tipo2,Metodología,12,Definida por cuantificación,8,9,8,9,17,,,TRUE,06 METODOLOGIA_PARA_CALCULO_DEL_LGD_febrero2013_.docx,1,,Abril de 2012,Sección Provisiones bajo norma internacional,Enero de 2013,Sección Provisiones bajo norma internacional,TRUE,2017,3,3,5
36,Calculo de LGD Banistmo hipotecario IFRS,,Banistmo,Tipo2,Metodología,12,Definida por cuantificación,8,9,8,9,17,,,TRUE,06 METODOLOGIA_PARA_CALCULO_DEL_LGD_febrero2013_.docx,1,,Abril de 2012,Sección Provisiones bajo norma internacional,Enero de 2013,Sección Provisiones bajo norma internacional,TRUE,2017,3,3,5
